id,title,summary,publication_date,district,crime_type,source,url
61,Balacera tras presunto secuestro en Santiago deja un muerto y tres detenidos - La Tercera,Balacera tras presunto secuestro en Santiago deja un muerto y tres detenidos La Tercera,2026-05-31,Santiago,Homicidio,La Tercera,https://news.google.com/rss/articles/CBMivAFBVV95cUxOcE9zeHZjcEYwUXVGZ01IZFlEVmVHbTA4d3ZUS09TTTNwRkdjTVo3M1c4aWY3bjlRczdMSlZ1NjlELTBJb2labVRJMlJTZGktU1lLT3RsQU50dVY0Q0lqVXpwMUIzTnI1WlZCaFNmcGo4eUU2c082dE0wa09VWXd0QXozdklyY3hEQlc2TExrUENuTlREYmRBZ3lSaGM1NFRVQmVlUmZoMHNuTVJ5aEdrZGFXbGw4VWt0VW5ZMdIB3gFBVV95cUxQU2QzdHRrMkViM1V4NFdJYlN4Wk5rTk0xcXBLSTI5OE4xRlRHYkd3VEo0RTRJNVF3eGo4eUd3bktvMTJULUk1R3BvejA2Wkw2Z05lNlY2Z1dyUGhKd0hUdjF5aFNxcmNUNm5TUzlINkJxWjlfV3hrWlRGQ0xUVHdvT0dWS0xBYmlkYXp1LXdqdi1reThJVFFDd2ZHZjZ4eU1QMVhVVldBOEVTSkhyZE15TEt1Zm83Mk83eXRLcjdpQWUzUjBpNmU4eFEwdWk2V2hEdk9RSWRWbG93WktlNlE?oc=5
62,Asesinato en La Florida: hombre muere baleado por sujetos que se desplazaban en varios vehículos - BioBioChile,Asesinato en La Florida: hombre muere baleado por sujetos que se desplazaban en varios vehículos BioBioChile,2026-06-24,La Florida,Homicidio,BioBioChile,https://news.google.com/rss/articles/CBMiigJBVV95cUxQa3EzSTd3b2hPTVZVcW82VkUzQktSdl96b1hLV1FRUjlaa0xnNUhIN09lTGJZbFdSbWZISi1HNFIxWUliY2dUSXF3dW9NSWU0b3FZQVJFVk5MWGRNNkdWTk02bUhwVW9vbkZ4d25jSFhmLVJmMjhtWkZ6alBRWTFDeUNRem9tZnMyYTJMekRfcjU5Z052c2NkX1hSalV1bVlOQ3RtZElZbnR1QzFlemRGYzJwZXlpNDEwZzYydmVrTXdSdXFnVF94NVQ5QTZNeHZIRlpSUTVvdTY1NE1vcWZ3Zjkyc1VWS0JwQUxXUTFtUzFJbVNoUTBDME9YM1RrSjlFQmhOOEtVbHMydw?oc=5
63,Carabineros detiene a presunto autor de homicidio en El Bosque: habría confesado el crimen - La Tercera,Carabineros detiene a presunto autor de homicidio en El Bosque: habría confesado el crimen La Tercera,2026-06-07,El Bosque,Homicidio,La Tercera,https://news.google.com/rss/articles/CBMizgFBVV95cUxPTjNzRnhOVEx3UVdCSUhEOGRrMFN1TXZyaXl3bHpBeXJBM0t0eGxkb0lyXzNaMFNKWmtuU0JIdDk3MUQ0YURMWm9JaTlqUDFpSkd3NFR5MW5MSHhsQkxDemNSRVk2YTdfcHFDemxSZEdVVnNxWlJKUzVXeE1Kenh2U0dRMHEtWVhxeml1azVzUTQ5SHhjczQ5TzdRSTQweUNGV21BM21zaEhEakx0X1Bib2lPOU4wUmF3d0MxUkZOcFlhMkh5MUNkeFdCSGtkQdIB7wFBVV95cUxPWjBkVmFtVC1Pd0Y4Q1BmSmdLMUNiZ2lFckhmRS11c2d6WkduY1RHZG5ORXRSaEZ0MFBfRVExVTRhNEhJSkk5dnlYTnQ4Y3ZHQ2FvWDlzZVJ2UGhjdzhOckhKVGVXX1QteG9TcXlDM29OZnZJZF83b1BGSXVLakh2NjVHd0FYM3ljNVFkTml5YUhleVRmNTc3a0R6dlRMbWR0d21rREZfOWllYk9ySkZGTENhOU9hT3RLeVBWRU84Y0k3TVF6Wk9uRms3dl9zY2lBbHl0YjI2VDByMEk2NTlrd1A1S0xqeFhxSVBQRkFWcw?oc=5
64,Riña en cárcel Santiago Sur termina en asesinato: interno murió apuñalado en el cuello - BioBioChile,Riña en cárcel Santiago Sur termina en asesinato: interno murió apuñalado en el cuello BioBioChile,2026-06-16,Santiago,Homicidio,BioBioChile,https://news.google.com/rss/articles/CBMi_AFBVV95cUxQNzFoVUUzQjEteHhOS2NiSkdhWUhhUGpOaUk3UUE2TEhlUk1DUFY4aXZld3NPeXBKanRTdkJ2RXROMnJaNkxDZlNuRGZIWlBPMFQ4dWRGSEZnTDVqbDYtMU9LdVpwVUJtNTBtNEVoQ0ZvSWxIRHBCZzRlOWVMbTBuVHA4R09mWnF1WW9FaE5KTDJZX05jLXIxVk55Y1RjNU5TSzVwdmx3bVZJWmtTclVxd3Fxc0YwWHlXYUFKZ29hdDg0U09TXzVSd1djYnh5d0ZiU0lhMjNmYnhqU2pmRVBKUmhvdElrRVExcjJkNjZXY2RVdEV0Mk9VaW9pNmc?oc=5
65,Balacera frente a centro juvenil en La Florida dejó un muerto y un adolescente herido - BioBioChile,Balacera frente a centro juvenil en La Florida dejó un muerto y un adolescente herido BioBioChile,2026-06-20,La Florida,Homicidio,BioBioChile,https://news.google.com/rss/articles/CBMi_AFBVV95cUxNenFOUzRMbzVIZUEtZDM3Sldxc1pmdWFPdjI3S19SejhURmpUNE5JSm5kOGxMcy1tR2R6OWMtY0JkTUtGdTRkc2FNTmg2U2VSUFMwN0xzWUM1RTJrRC1NMG51aEdUdkQ1aEtTZjI4MVF6QmU0M1BaVUJDYjR2SUZQZTZDb1JELXhhcmZfdEtCLTVBM3VXT0JhQ25yVjRERkZQRU1xcGQ5RkNFOGdoSTdxZm9LZWljU0dISkcwTjhkdjlUeHBTVHFaaUwxTFY2ZklpZjg2TmJhdnJPN3ZGZkMyd1RFWnlJbWtVaE02UXFFMkZLdzJSeFgzVDRncV8?oc=5
66,Brutal balacera en Chile dejó dos jóvenes muertas y 7 heridos - Infobae,Brutal balacera en Chile dejó dos jóvenes muertas y 7 heridos Infobae,2026-06-05,Sin identificar,Homicidio,Infobae,https://news.google.com/rss/articles/CBMivAFBVV95cUxQWDNuTDg3VnIxNDc3S2NIVVhEMjVZaDNlZlNTVmQyOTFwMjFsMG5qajBUTXZBbllleC1LaWdTNGFtY0RmOTlWVENCb1ZTYWhkYlZDTWg2dlRNWUNVYlp1VThpN3d4WjM3T0pod3hRaWxEa2M4dFBldnNBLU1zbEdGUkJhcTdHUTNlNmM4T2JfaEJVcWl0WDhlTWhDeEpVRnh2Skl3dEE5NGRHZmEwU3lDa0dLQ0pWZGUwSGNXVNIB1wFBVV95cUxNUW9XQXI2OFFUX0ZkTGlEVGxrdjNITGV4c3hYc1RkckVYaDlZUkpaWldQdzQzZXFiV0FpSFVvdVFhbWYwTzB3TkIwT2JUYzQ1Uzl5ZGctcENBc3NjZGI4eG5XRVp4WUN2RldPeTZBRkE0Zmd4c244bW53WF9abWxwM19WUklNRXQtVVNzUjR5cThwSkV6UXUwMlhzTWVsQXJDQ2Q0RUZVQ2dxRl9xTmhBUDIwRGZwS2Vrb2Ywbk5vTnpVOWxBZHFPbGZsaGZYVDFXNTlPWXJUQQ?oc=5
67,En prisión preventiva queda implicado en balacera en El Bosque que dejó un muerto y tres heridos - BioBioChile,En prisión preventiva queda implicado en balacera en El Bosque que dejó un muerto y tres heridos BioBioChile,2026-06-01,El Bosque,Homicidio,BioBioChile,https://news.google.com/rss/articles/CBMiiwJBVV95cUxNdVRCLTd2dThqZjdQZVFZU3pTVmxlTkRJVTRVaVFVVnQwUks0QUhYVTE3RktXUjlhTG5RcV9DMTcwTUM4cVBPMnZOVmxaaXAzVXkzSzFCa3UzUnJPaG9QSEhoN3BNRFVOcEIxNk1Jb3N3Tk1MU2IzZGhFYi1kNTRzRTU1SC1ENEVkU2tkSjF4Yi1xckYtRG54QnoyNmlUeUhEd1pJWnBRaFBaYVRGTkVMN2xxSFVEOXlGYldsc20yQkpGdVF2dXR0aEg5cFh2WjJEZF8zc0o2WVRvWGpEQkJIQ29WenNVYlBxb1d1R0ZUMmE1WlFsUkFKR3h4TTVJWjQzak15MWdPazQzWnM?oc=5
68,Funcionario de la PDI abatió a delincuente en intento de robo en Santiago - Chicureo Hoy,Funcionario de la PDI abatió a delincuente en intento de robo en Santiago Chicureo Hoy,2026-06-04,Santiago,Homicidio,Chicureo Hoy,https://news.google.com/rss/articles/CBMisgFBVV95cUxNVkZTRm9McmVvc0h5VkQyNmRCdE1UbXFvWm5MYk5HeEFCT2ZZTFN3X2QxZFpyZ0pZT1VXa3VUX2FxYWhUYW5FZ2FYRVNqTW5sODRULWNQUXVUMlZsZ1YxV3FDRlhqTV82TnhqLS1uMEpock1fbFZYREFrZXNoVDlzZkNqSUJjd21LcUZ5R3djcGNGaW8yMVJvVk1sajNrc0d0NndpcWVUbk5qaHNEZ0Fka2FR?oc=5
69,"Un ejecutivo de una sucursal del Banco Santander en Chile, entre los 19 detenidos tras un operativo contra el Tren de Aragua - EL PAÍS","Un ejecutivo de una sucursal del Banco Santander en Chile, entre los 19 detenidos tras un operativo contra el Tren de Aragua EL PAÍS",2026-06-02,Sin identificar,Homicidio,EL PAÍS,https://news.google.com/rss/articles/CBMi9wFBVV95cUxPZlNWRGFxbFk0dU5jQ1lGdmxMV2cyeENFMzFUaDNneFM4ak9kbDRuOGt1SzZBRk9PeFh1aE1ucDJkUkE4SWtoaHhPWEpjX3hjMUo3N3R6d1JfMzlna25SSEp2WEhZa0J1RGsxQ1FFb0xJTGFsdjUzUDhyTTFnRFF1WVRaZU5ZS21BeVluY0huOVBrN25jMVFkbnBHYURvNWE3V1ZxekFvdUJJMFh6ZDVSRFhUb0pUbnN3QXNmREZaMEVxLWlGdmlvbnZPdzFlRXRxZm1IZTZKMzBEYTJhWUdtM1V6a0tUUHZUQkw0dHFNMW9PSENBZG1V0gGLAkFVX3lxTE00OE9EMlBOejZzOUdUVFVqTEF1ZkVGS216QnB2ZVIxbkZ4eUJHVG4zeVpoYWRBZXN5VGRyMUxwUUlOWUpTTHRJZXdfeWdrWXZ5Tm8zcm05VUhmMjA3V0FoU3djVXlrMzBadWI4NXk0SkgzQkh0Z3F1eEpKSUlwYlBmM2ZqdGJFUE9NOEk0X2ljemhfSGNfWU1pbFdFNzlCcUttR0xUTjhrOWJscks3Zy0wd2Ixb1l5RDJQWlM2ZEFidVUtUjk5RnlFaDlPWlNWeWpRZGNRd2FHNnVpX0NYRHZrd2ZMWjBYZ2pZR3JYaXE4RVZ3VzR0dW9TaDJLdnAyWlVmd0ZKNG9pVlNJUQ?oc=5
70,Cámaras y geolocalización permitieron capturar a presunto autor de homicidio en Santiago Centro - latribuna.cl,Cámaras y geolocalización permitieron capturar a presunto autor de homicidio en Santiago Centro latribuna.cl,2026-06-07,Santiago,Homicidio,latribuna.cl,https://news.google.com/rss/articles/CBMi3gFBVV95cUxNS0RLQzU3ZlpaeTQ2bkZ5cmo4eml2SzRQMVVNcTZONTJMbjJjYk13MkRGaEFya0I3VWJwNUYyc0RBcGVCZHpIYlN4M0RxUElTYVlDZUtoSDBMbG5ERlNmaTIzc0ZzSTFrdnpscl93czNqYTRHOUdmTHA3Q3ZsTW8yZFE0QnljRGFuY2dMb1hManRzTUdIQ005TzJkSTRmcTcwc0FzYjE1TnlkeGhEbU80cEtiYkprZ3ByVFY0a1dzWUhHMGdRZDFFdXFkQkVzdU0zSGJ1MjJmSUVDNldiTnfSAeYBQVVfeXFMUG9zTU1nVVVaTWw3d183d3hlRTQ0dUhPVjgwY1pQX2M3SGJoQlVDWlhEbGY4RGIzVElVQVlWQ254eFp2QlJWTk5wamh6QkszYU1Cd2FkZlNCSG5jYVYwbVVjNnY0OXNRa3h1V25fckRZaTJKOFBzR2VpaWJlZmsySU4tX3d1aGRSMmI2UWJfanBiX1hnc0hhV1FsdE9ZQ3I0X3BNSDFCREpmYjdWdnVHd2hjdG1XajN2Mkh0X2dndlpINzlLUXBpRU40QmR3VjhhWV8zY2RjLUhHdjNIVWVzZnJKOWZkOGc?oc=5
71,Operación Tokio: El origen de la investigación tras la masacre en Lampa de 2024 que dio un golpe al Tren de Aragua - Teletrece,Operación Tokio: El origen de la investigación tras la masacre en Lampa de 2024 que dio un golpe al Tren de Aragua Teletrece,2026-06-02,Lampa,Homicidio,Teletrece,https://news.google.com/rss/articles/CBMiwAFBVV95cUxOc1ZOTnktQ0t4T3EzV1V0S2dWUE9NVS1wZll4RnU3QVlVT2FpVFFUN2RKN3hxcEFWLUtlSEF2ZjVTZER0aGRiMFBXbFJJUHQ1S1BfNFdMSV92ME4tX0taZUg4VDd5VUJOQmF4ZzlZUWVNQXJPa1ExSEt0WVZLdGRxaE1MWHZNRlU4RnNZQTV5U0VZSTQxMTREdkNoSllrblV6MWoxeTVid1NaRjUxTWVNVkNmV3A1c2dKclc5QW5zdlQ?oc=5
72,PDI detiene en Cerro Navia a sujeto imputado por homicidio ocurrido en San Antonio - Diario Tropezon,PDI detiene en Cerro Navia a sujeto imputado por homicidio ocurrido en San Antonio Diario Tropezon,2026-06-04,Cerro Navia,Homicidio,Diario Tropezon,https://news.google.com/rss/articles/CBMixwFBVV95cUxQTVFOOXlWR0tZMnhZYWN5eU8xdEVEZWFuUXA4QkQwSExvT1I4dnRfVldNY0RJUDFKYW1RazFMaUc0aXRTbmR6TkpWMXFqZVhHN3NvYzJKRUw0a2s5dll1MnFaY2pmZklIZlRTaC1zeUJMbndDRmtmbmhvOE9Md2Z4NlllM3JQOVM1NVh6T1NZOG1BMElfOVQtVXVpbk1JZzdNOER5OElsR3dBNXFXcWxMV1BXRjVsSExrZWM0RXNGQWZOWVZsVi1Z?oc=5
73,Riña en cárcel Santiago Sur termina en asesinato: interno murió apuñalado en el cuello - Atacama Noticias,Riña en cárcel Santiago Sur termina en asesinato: interno murió apuñalado en el cuello Atacama Noticias,2026-06-16,Santiago,Homicidio,Atacama Noticias,https://news.google.com/rss/articles/CBMixwFBVV95cUxQLTY0ME51MDdsREMyUVZ3bzg3X2tCY3hLUlJvaGh3QmtOXzBxYjhlV04zZjhLd2l6ZXNEZ3ljYm5jNmg5Umxha0lONnNfUG5WaWdLczBMNnc3bEI5OFM0Z1AwYmtESjY1bWVZRzN6UHJkNWcxMlNkd2VYdDM3dnVRNXczUWtyeUU5LVUxdmV3bThLemNablNFekp3N213RzRVOHAyLVd2akZWbWliY3N0TU11RUlPNWk3OHI3SHpQbUIzRDBKSHNr?oc=5
74,Homicidio en Puente Alto: joven de 21 años es baleado dentro de un automóvil en Bajos de Mena - El Diario Santiago,Homicidio en Puente Alto: joven de 21 años es baleado dentro de un automóvil en Bajos de Mena El Diario Santiago,2026-06-17,Santiago,Homicidio,El Diario Santiago,https://news.google.com/rss/articles/CBMimgFBVV95cUxNVGx6clZuT0RNeHViUnZsOU5EUHdtNWxtMHpUNDdMN1MzRFNIVWZvYUdqdTIzQlpNM09mWDV6bUZzN3JSZDdwS1dQTkVLVGRUT0FFc0dIdEhHaExBby1WNHhsQXc5RGdzdW50cFZZY2RUN0RrRHdUZHZNOFc1aXJFQjBWbk4zeUxmeGJBc2paV1IzM3JSbkNVRTd3?oc=5
75,Indagan robo contra taller en San Joaquín: ladrones huyeron con 17 autos avaluados en $1.000 millones - BioBioChile,Indagan robo contra taller en San Joaquín: ladrones huyeron con 17 autos avaluados en $1.000 millones BioBioChile,2026-06-16,San Joaquín,Robo Vehiculo,BioBioChile,https://news.google.com/rss/articles/CBMijgJBVV95cUxQLTI0MHdfN21kWm9CNlU4b3pQVnhPTWxhY3R0TFVlYWlRaXJBcjZBWHBPTGtMdXV4RHg0UElYMUFOeHNfX043WUxWREQyYmZwM19SVUFMaHBlSWVhVmtXX2tQZ01LdTk2OGlDY3ZYY25xbm9NUE5qamxtU0lBUEN5aGczV2NYSWpuTlRVY0FmMTRKcEZpdE5pVGxUNzNvLWdBQmUxVHlGMGZlNVhCb0EwMmZMVE81bWJ2ZUVnRXdtbjZGdXlOdmVuYkJCYmUzU2FHLVBVN0g4TXdlNzhZVjZUdVFfNnZrajgyU3FtZDdFN0VlQ1ZXM0JGTHExZ0ZXWTlVbDZRYkpYa0NQSmUzaHc?oc=5
76,Delincuentes roban 17 autos desde una automotora en San Joaquín: vehículos están avaluados en más de $800 millones - La Cuarta,Delincuentes roban 17 autos desde una automotora en San Joaquín: vehículos están avaluados en más de $800 millones La Cuarta,2026-06-16,San Joaquín,Robo Vehiculo,La Cuarta,https://news.google.com/rss/articles/CBMi5wFBVV95cUxPcjZtakRtLWV2VlZxYW52aFVLMWJ3MW5aYU52S3MzM21XU2xDSFRGT3c0YnpCTWd0MTJwOC13MmJjdDNEc1pGRVA4VURFeUNOdlRhdHp1ZDdEZG1XTXFYaGt1YmRDZFBtc3FPbjNWTGk4enJYczFuLU1sUE9oRktLdUoyV1dIdUExS1lhY1FjbXdlZzBvdHFGU1ktY1lvaUd2cWFyUUoyREtvN1Zha19QZWg3NTJ0WThhTXdqbWRUQWJ2dGJfWUdzU2xCbmk1SGJWbU1uOWRaM21CNGxLNldBeWlNb290MzjSAYgCQVVfeXFMT3hObWk4anRMdC0za1Q5VF9fR25kV2xhbmRmTFdRanlpUGRlclo0b2dGek9ET3FpMmpKTmRlY0pMSXhPNDZ6OVFGUnNKNTdWMEpDSVdlTTdpTTZxX190TXlZWmpCN0Z6MmM2ZWh6cVAwNk5ITVdYdWlEcHlWSVlpaWxKa0lnSU5fOU1nRi10MVg1dk11bkRMVkFvQU1KXzQ2OEVSX09Vd3FWMkp3ZkxvZXo3MjZ2clcxRHJ2d3hiUXhDUkFmSVJiSXFFMnRCV2xsNzIyQmhxcTlsR0JLYjRYekloakJlNWVSOUFwZlUzaXRMYmY4VFVPbGZvbkZPX3l0Ym1SSUY1MWww?oc=5
77,Conmoción en Chile: investigan la muerte de un niño tras el robo del auto a una familia argentina - Infocielo,Conmoción en Chile: investigan la muerte de un niño tras el robo del auto a una familia argentina Infocielo,2026-06-27,Sin identificar,Robo Vehiculo,Infocielo,https://news.google.com/rss/articles/CBMi3wFBVV95cUxPcm9qV2ZpUTZfc0l1SW9oWXZZSFZ1TWNKby1ybzR4NFZTeXBFMG5CUm1UemFvV0lDMnBUc2hka0xBM2FNbDN3SERQdm9DcDQ4b0RrZk9zT2RwcHFHMjFzV0ZweDVkZFQ4MzdZWVdLLVI4bFd1UWFoZDNDUFVaZXE1Z0M3dnhIWXo3OGVidDV2dzV4UDFkSzRrZzBtbzNkamJxOG41YTF1YVZEbHc5dnVUWTQxOHFrR1F1SGpyUVVHR1FjVnBKLVhTeTRZclJDdWhMcnQ0NlFlQXlzOVBsN0RR?oc=5
78,Tragedia en Chile: niño de 12 años muere al ser arrastrado en robo de auto - MejorInformado.com,Tragedia en Chile: niño de 12 años muere al ser arrastrado en robo de auto MejorInformado.com,2026-06-24,Sin identificar,Robo Vehiculo,MejorInformado.com,https://news.google.com/rss/articles/CBMi1wFBVV95cUxQekpaX2hCcENqR0dvRi0taFZzb05JMi1GckI5Z3JTanBuZk9wOGd3RjlON1NTRVI5OUZ6NVdvSkZuZE9kYVRSemxxRFBIWHNBbWhYeG1MbThuUnRTbGFiLXJMMjFHVE5jVU5Fd1J2VEQzUUZxamlRRWxsR1VBWGg1a1lxZlV0U1ZNeWpJTERBRExIeXlaSTR5cTBTSVVKbUluYVlrYVZLUUlZa0VjekNES3dLU0RfbTRmT243RHRETGZQa0NqYmVOdGN0eGw3VlZ3dUc5aWFsOA?oc=5
79,Horror en Chile: familia argentina sufrió el robo de su auto y su hijo murió arrastrado por los delincuentes - MinutoUno,Horror en Chile: familia argentina sufrió el robo de su auto y su hijo murió arrastrado por los delincuentes MinutoUno,2026-06-24,Sin identificar,Robo Vehiculo,MinutoUno,https://news.google.com/rss/articles/CBMi2AFBVV95cUxOWVhpanZBOVlrek16ZXdhcVh2WDdjeEdWWG9wZjhEQUtHSlBTMFRBMVZjVG9mWnNDYU9iZ0ZzX1ZfTXdQMkcyQkZzeDcwcngtUE5kX3FaaDA2VkRycWM4Y013Mm1OOXdqNml5NDFUSnVaYXhTeXN4enFOVFRPX1ZsMGt3Y1dubXpWN3VjSURnUFRzNWdsTVFyUUh2aHQ5RVlQa0FpVmxPMjUtNnNwMkFneWNwa18zdms4WGJDU0QyRUVzT2tFY1Z2SXhyY0NxZWlscTdGM2RUZ2bSAdgBQVVfeXFMTllYaWp2QTlZa3pNemV3YXFYdlg3Y3hHVlhvcGY4REFLR0pQUzBUQTFWY1RvZlpzQ2FPYmdGc19WX013UDJHMkJGc3g3MHJ4LVBOZF9xWmgwNlZEcnFjOGNNdzJtTjl3ajZpeTQxVEp1WmF4U3lzeHpxTlRUT19WbDBrd2NXbm16Vjd1Y0lEZ1BUczVnbE1RclFIdmh0OUVZUGtBaVZsTzI1LTZzcDJBZ3ljcGtfM3ZrOFhiQ1NEMkVFc09rRWNWdkl4cmNDcWVpbHE3RjNkVGdm?oc=5
80,Tres delincuentes armados roban auto a conductor de aplicación en Conchalí: Cámaras captaron el violento asalto - Meganoticias,Tres delincuentes armados roban auto a conductor de aplicación en Conchalí: Cámaras captaron el violento asalto Meganoticias,2026-06-29,Conchalí,Robo Vehiculo,Meganoticias,https://news.google.com/rss/articles/CBMiwwFBVV95cUxPSndOVWtVWU5OOTd2MVVGN2JLMXU5MVhLTjgxM0huU2RLOHMzLXU5cFgtdGU5MUZRXzh4TnlRc08tUlladFVETDlzeFYxRFZiQl9zMi14bEdfQ3hBcmNyS2ptXzU1bnFNanRUaWhFWFF5ZDJJZjg5QzRiMHNRZnBhZ3VzWFNEWEtMeGtZME5ETGNCTHN4dHJLbmJFcDBfR2JraGZaTjhGMGYyc0REX3pSMG9BNjhwNXM5QU5jMzJ4S2ZSWmPSAcMBQVVfeXFMT0p3TlVrVVlOTjk3djFVRjdiSzF1OTFYS044MTNIblNkSzhzMy11OXBYLXRlOTFGUV84eE55UXNPLVJZWnRVREw5c3hWMURWYkJfczIteGxHX0N4QXJjcktqbV81NW5xTWp0VGloRVhReWQySWY4OUM0YjBzUWZwYWd1c1hTRFhLTHhrWTBORExjQkxzeHRyS25iRXAwX0dia2hmWk44RjBmMnNERF96UjBvQTY4cDVzOUFOYzMyeEtmUlpj?oc=5
81,"Lectores de patentes en Chile: Las ciudades que implementan ""fronteras digitales"" para frenar autos robados - elconcecuente.cl","Lectores de patentes en Chile: Las ciudades que implementan ""fronteras digitales"" para frenar autos robados elconcecuente.cl",2026-06-18,Sin identificar,Robo Vehiculo,elconcecuente.cl,https://news.google.com/rss/articles/CBMiyAFBVV95cUxPUWpsSjZCOEp5UTBEdHV0Mm5zWGJwVjVlMTJTQ2VobldfMVhQV3Uza0RXVkwyWkRzVEVRSDR2T3FEakFSZHpwZG05MkZ3X2dvTGRiSUZnZVFUMXVDX283bHhzS3V5RVFMdWs4YUNSMTFBamtJWDZFTEpMVkZXMjhtcl9uOUkxVUR5U0pwWmxfeWoyeUFpOTlOOTFyUE1Ma2JYQjdya2VSUGFqNmpJQWNnTVg0WFNuMThYV3FPRVhhaHdNd29LRVl6Rw?oc=5
82,Un GPS los delató: Descubren taller clandestino con vehículos robados en La Pintana - Meganoticias,Un GPS los delató: Descubren taller clandestino con vehículos robados en La Pintana Meganoticias,2026-06-08,La Pintana,Robo Vehiculo,Meganoticias,https://news.google.com/rss/articles/CBMixwFBVV95cUxOemxiRk9GeHQ2bWNfX3R3NE9qQWdnMkRxVHJnYXJZeEtQZDRmbjhjQkNwVUc2T0VORU9KaV9XUE9DaUxmbzFHLUswOTdZZmt1UFk3RmhiR2N3a3M4ZWdNQlF5VVlqaWJPcEh2TXRuU2hwZ21EWjJmMWRtYVpjTmpiUmNUM2JIdE0zb1dhWE44Slo3RFhGUlJ2WVhkdHE5cThVVURpdENFRDZVdXlmb0FqdUowenU3eUhhdWlPcXRsQm4yYjlCSUZv0gHMAUFVX3lxTE9xblFuN2N4SHVMSUlxc3F2Z29vVmFHZlVXRENuZDNnUFh0LVFMRnlSTWxpSDVUYzNmeUxsdFk2WG1zS1Y3VGduT1p3RU1JUXpBYmhUX3RiWVBfczEwbjNHbG9zbGFicEEzWENfT2NtNjJPNkFIaVUtbXVnVXEtMDBRUEdNVlhyS2VsbWFVb21fTGVNM2lNX1U2SHQ3ZmJYWEdmbDI3V0RpUnRia1UtX0d6RjZ2MlYzZ1dqa0FjWjNQdTRpTGEtN1Z2QVNaMA?oc=5
83,Detienen a dos sujetos tras robo de camión en Maipú - Chicureo Hoy,Detienen a dos sujetos tras robo de camión en Maipú Chicureo Hoy,2026-06-20,Maipú,Robo Vehiculo,Chicureo Hoy,https://news.google.com/rss/articles/CBMilAFBVV95cUxNM2tCdHJTZE50ZlhVTEN0RWpXaVZoelA2NjBBb19Rbi0zY3BHQkNSalFkbUswcm52bGlqM05Ma3h6VlpXVVIzdEluSnJBc2tVRXBxU0RNTmxHeXVwb3cwbWVkdEx5QmRZM2h0RmdrOFlnRFFoTks5d3ZtTlpLMGQ1OUNqTTRNa21HcGZjOW9yempyQUFu?oc=5
84,Carabineros detiene a dos sujetos tras robo de camión en Maipú con cargamento avaluado sobre los $110 millones - MSN,Carabineros detiene a dos sujetos tras robo de camión en Maipú con cargamento avaluado sobre los $110 millones MSN,2026-06-20,Maipú,Robo Vehiculo,MSN,https://news.google.com/rss/articles/CBMiggJBVV95cUxOQnhpaXdYVDlJNFRrQzZJRjBXQ2hJZVEwTmJzNzNJRldiLTVhMmpCRWRjRE9sWHNBS1QyVHZkNXFfb2VNcWwtOVRwSnhHYkQ3YVZmblpIUUt5Z0ZKVE1ENkp3MGYwelh0LUVrUjhxc3pHR0hJTXl6TTBxejJmeUJXdFVuY25KeUl5Z25oSmhnekJoSjhGbVZuNkU5dU9zQjJFeEMtNHFpY1FuektZOENURFd6eHpIYVBQNWo0bi1CSkRRWUpTeDNaV3VGQ1pCLVNIZ0xqOHZGcWpLU0FNaGZCSC1VRDBaMjVESVQzTXFjS0NWai16MXhxc1Q1bnhIbDh2aFE?oc=5
85,"Vecinos de Santiago, contra la inseguridad: ""Nuestros hijos se cruzan a diario con traficantes"" - El Español","Vecinos de Santiago, contra la inseguridad: ""Nuestros hijos se cruzan a diario con traficantes"" El Español",2026-06-02,Santiago,Violencia,El Español,https://news.google.com/rss/articles/CBMi0AFBVV95cUxOcTNjajNzdXBZWTNaRTVrR09rYzR5b0ZJRWVFLWZhQkh5YjMyY2lRd0hTODdJYUFZTGtyRDc4eE5lNC14c1p1RGF5VUxzT2N3YmZtNWNQcUd1YUdvZHExSldHeXVoMjl3RmN5akthdTV4QXdLRTdvM2JMUkcxak9ZQzFTTlFOVE9IbWhJaHFyTTdoRmZkcDB0c3lBZjN6T0tzWXVOX05tRzYxWkdaV3htVGRNamlWamh5QzlTd243enBadHJiWHotNXcyazRNSl9M0gHWAUFVX3lxTE1ETzFpR1p4T1NjSGhlMk9mQy1aQ1paMDVCaGZMV3h1MjZYVUVSbEhJU0VYZXN4M3hGalQ1dG1BaUUzbVI0dG9neWxsb0FKR0RPbjRHUmxuVm02d3R1M2N5TWg3MHNOWDJ3TFhBUlFjaVUwY3ZFSjF6cUVzOXlreFlqXy1NMXdpYWFpb2dTQTFqWW56X1dvaVZQRi1PREV3S051N2RRTkNZdVV0Zm53UTd1bFBfeEc2Mk8tVTZXN2o0WHNuUGVMLWJsUXVKZXZvQWd0cVdTMUE?oc=5
